Order_ID,Order_Date,Customer_Name,Region,Category,Product,Quantity,Unit_Price,Sales,Profit
69,2025-02-24,Customer_179,South,Furniture,Desk,9,200,1800,163.89
70,2025-05-08,Customer_119,South,Electronics,Monitor,9,500,4500,949.5
71,2025-08-15,Customer_141,West,Office Supplies,Marker,8,50,400,97.44
72,2025-09-01,Customer_164,South,Furniture,Table,5,500,2500,466.53
73,2025-05-03,Customer_183,North,Furniture,Cabinet,5,50,250,34.94
74,2025-06-13,Customer_39,South,Office Supplies,Pen,4,200,800,186.14
75,2025-12-28,Customer_105,West,Electronics,Laptop,6,500,3000,547.51
76,2025-02-01,Customer_198,West,Electronics,Monitor,10,800,8000,674.38
77,2025-10-22,Customer_91,North,Furniture,Cabinet,5,200,1000,267.76
78,2025-08-03,Customer_125,South,Office Supplies,Marker,4,100,400,70.35
79,2025-01-15,Customer_186,West,Furniture,Table,3,200,600,169.38
80,2025-11-15,Customer_152,West,Office Supplies,Pen,10,800,8000,687.7
81,2025-11-26,Customer_47,West,Furniture,Desk,1,100,100,16.34
82,2025-04-19,Customer_195,East,Furniture,Table,7,100,700,171.81
83,2025-08-04,Customer_5,West,Furniture,Chair,9,20,180,54.0
84,2025-06-29,Customer_194,North,Electronics,Laptop,1,50,50,6.19
85,2025-01-11,Customer_33,South,Office Supplies,Notebook,8,800,6400,673.06
86,2025-04-22,Customer_43,East,Furniture,Table,10,500,5000,1460.11
87,2025-02-28,Customer_149,North,Electronics,Keyboard,1,100,100,20.67
88,2025-07-12,Customer_152,North,Furniture,Desk,4,20,80,18.67
89,2025-06-04,Customer_145,North,Office Supplies,Marker,1,100,100,19.72
90,2025-12-05,Customer_4,East,Furniture,Chair,7,200,1400,144.51
91,2025-07-05,Customer_112,South,Office Supplies,Stapler,3,800,2400,467.48
92,2025-11-30,Customer_120,West,Furniture,Bookshelf,7,800,5600,1177.93
93,2025-06-15,Customer_116,East,Electronics,Laptop,4,200,800,164.29
94,2025-12-09,Customer_127,North,Furniture,Table,6,50,300,56.18
95,2025-07-01,Customer_153,East,Furniture,Table,5,500,2500,205.58
96,2025-04-08,Customer_126,West,Electronics,Mouse,9,50,450,104.37
97,2025-11-27,Customer_5,West,Office Supplies,Stapler,2,100,200,25.75
98,2025-12-21,Customer_122,East,Electronics,Keyboard,9,500,4500,700.32
99,2025-10-09,Customer_70,West,Furniture,Table,5,100,500,65.36
100,2025-04-09,Customer_50,South,Furniture,Chair,4,800,3200,596.88
101,2025-10-29,Customer_26,East,Office Supplies,Marker,4,100,400,52.02
102,2025-04-02,Customer_71,South,Furniture,Chair,1,20,20,4.03
103,2025-12-24,Customer_4,North,Electronics,Monitor,10,100,1000,183.27
104,2025-08-14,Customer_65,North,Furniture,Desk,8,20,160,41.74
105,2025-07-25,Customer_39,North,Furniture,Chair,3,500,1500,433.21
106,2025-02-13,Customer_156,West,Electronics,Laptop,10,500,5000,648.26
107,2025-09-25,Customer_77,West,Furniture,Cabinet,10,200,2000,294.37
108,2025-11-14,Customer_196,North,Electronics,Headphones,4,800,3200,404.56
109,2025-12-05,Customer_45,South,Electronics,Mouse,9,20,180,20.6
110,2025-07-29,Customer_75,West,Furniture,Bookshelf,1,50,50,7.17
111,2025-05-25,Customer_176,North,Office Supplies,Stapler,4,100,400,101.33
112,2025-11-17,Customer_30,West,Office Supplies,Notebook,9,50,450,100.12
113,2025-05-17,Customer_43,North,Electronics,Laptop,5,500,2500,611.93
114,2025-10-19,Customer_120,North,Furniture,Cabinet,5,800,4000,674.21
115,2025-05-20,Customer_113,West,Office Supplies,Marker,2,500,1000,88.77
116,2025-08-10,Customer_7,East,Office Supplies,Paper,2,50,100,29.16
117,2025-10-22,Customer_148,East,Office Supplies,Pen,1,50,50,9.18
118,2025-11-30,Customer_150,South,Furniture,Table,7,800,5600,1451.15
119,2025-02-16,Customer_86,West,Furniture,Table,6,800,4800,494.46
120,2025-03-24,Customer_74,West,Furniture,Cabinet,7,500,3500,308.26
121,2025-02-15,Customer_30,East,Furniture,Table,7,500,3500,915.19
122,2025-01-01,Customer_106,West,Office Supplies,Marker,1,50,50,9.7
123,2025-11-15,Customer_53,North,Furniture,Cabinet,5,500,2500,272.06
124,2025-05-28,Customer_8,North,Furniture,Cabinet,10,50,500,118.08
125,2025-06-09,Customer_24,West,Office Supplies,Pen,4,20,80,14.52
126,2025-03-02,Customer_184,West,Office Supplies,Notebook,5,500,2500,587.98
127,2025-08-01,Customer_117,South,Furniture,Cabinet,9,50,450,73.98
128,2025-11-03,Customer_71,North,Office Supplies,Notebook,7,100,700,199.87
129,2025-09-17,Customer_186,East,Furniture,Chair,5,500,2500,518.96
130,2025-12-04,Customer_138,West,Furniture,Desk,8,100,800,122.51
131,2025-10-06,Customer_49,East,Furniture,Cabinet,4,500,2000,328.51
132,2025-07-30,Customer_181,West,Electronics,Keyboard,7,200,1400,416.43
133,2025-11-30,Customer_33,North,Electronics,Monitor,9,500,4500,688.67
134,2025-02-21,Customer_4,West,Furniture,Chair,3,200,600,162.96
135,2025-03-21,Customer_87,East,Electronics,Monitor,10,800,8000,1339.57
136,2025-02-11,Customer_82,West,Furniture,Bookshelf,8,500,4000,351.59
137,2025-02-05,Customer_192,South,Electronics,Keyboard,2,200,400,118.09
138,2025-11-21,Customer_43,West,Office Supplies,Pen,5,20,100,9.01
139,2025-01-29,Customer_111,East,Furniture,Table,3,50,150,29.53
140,2025-10-17,Customer_45,South,Office Supplies,Notebook,2,500,1000,271.58
141,2025-11-14,Customer_150,West,Office Supplies,Notebook,3,50,150,27.22
142,2025-05-11,Customer_120,North,Furniture,Table,5,800,4000,801.01
143,2025-02-07,Customer_164,East,Furniture,Table,7,800,5600,756.12
144,2025-06-04,Customer_28,West,Electronics,Monitor,4,200,800,164.66
145,2025-10-22,Customer_169,North,Furniture,Table,7,100,700,57.25
146,2025-12-18,Customer_74,West,Office Supplies,Pen,4,500,2000,512.85
147,2025-04-23,Customer_174,East,Office Supplies,Notebook,3,800,2400,243.3
148,2025-11-18,Customer_113,East,Office Supplies,Pen,1,500,500,80.13
149,2025-03-09,Customer_192,East,Electronics,Keyboard,7,50,350,43.46
150,2025-10-04,Customer_43,East,Furniture,Bookshelf,5,200,1000,292.82
151,2025-06-01,Customer_120,North,Office Supplies,Paper,2,50,100,24.59
152,2025-04-26,Customer_24,East,Office Supplies,Stapler,7,20,140,19.35
153,2025-03-05,Customer_150,East,Furniture,Table,7,800,5600,1606.44
154,2025-02-25,Customer_7,West,Office Supplies,Notebook,10,500,5000,760.81
155,2025-11-09,Customer_180,West,Electronics,Laptop,5,800,4000,679.3
156,2025-03-13,Customer_127,East,Electronics,Laptop,2,20,40,5.27
157,2025-10-03,Customer_95,West,Electronics,Monitor,9,200,1800,376.59
158,2025-03-21,Customer_158,West,Furniture,Chair,7,100,700,61.04
159,2025-07-09,Customer_61,West,Electronics,Monitor,6,20,120,35.5
160,2025-07-08,Customer_102,North,Office Supplies,Paper,5,50,250,73.25
161,2025-08-21,Customer_13,North,Electronics,Mouse,6,50,300,89.26
162,2025-10-17,Customer_151,South,Electronics,Laptop,4,50,200,30.46
163,2025-03-17,Customer_38,East,Office Supplies,Pen,3,500,1500,202.72
164,2025-03-31,Customer_4,South,Electronics,Laptop,6,50,300,62.86
165,2025-01-09,Customer_33,North,Electronics,Keyboard,7,500,3500,367.51
166,2025-02-02,Customer_132,East,Furniture,Cabinet,10,20,200,35.89
167,2025-04-24,Customer_118,East,Office Supplies,Pen,1,20,20,5.99
168,2025-07-25,Customer_183,West,Furniture,Chair,8,20,160,44.45
169,2025-06-14,Customer_33,North,Office Supplies,Notebook,5,500,2500,548.19
170,2025-10-08,Customer_153,West,Office Supplies,Paper,9,100,900,161.84
171,2025-11-06,Customer_168,North,Furniture,Chair,9,800,7200,1946.94
172,2025-08-09,Customer_87,West,Furniture,Desk,8,200,1600,274.43
173,2025-02-18,Customer_171,East,Furniture,Cabinet,5,100,500,144.9
174,2025-12-18,Customer_22,North,Furniture,Chair,2,200,400,40.5
175,2025-07-10,Customer_151,North,Electronics,Headphones,9,500,4500,686.35
176,2025-03-04,Customer_185,West,Furniture,Table,1,100,100,21.21
177,2025-06-30,Customer_40,South,Electronics,Headphones,8,50,400,106.56
178,2025-06-29,Customer_196,North,Office Supplies,Paper,5,500,2500,324.39
179,2025-08-08,Customer_156,North,Office Supplies,Marker,5,20,100,11.97
180,2025-12-26,Customer_2,East,Furniture,Table,3,50,150,30.69
181,2025-07-25,Customer_24,North,Electronics,Mouse,9,50,450,73.24
182,2025-08-21,Customer_80,East,Furniture,Desk,6,500,3000,633.51
183,2025-01-27,Customer_173,North,Electronics,Mouse,2,100,200,35.5
184,2025-08-06,Customer_107,West,Furniture,Bookshelf,5,50,250,61.52
185,2025-02-28,Customer_73,North,Furniture,Cabinet,10,200,2000,391.85
186,2025-06-07,Customer_154,West,Electronics,Mouse,1,20,20,2.5
187,2025-04-19,Customer_84,East,Electronics,Keyboard,2,20,40,7.58
188,2025-08-09,Customer_137,West,Electronics,Mouse,4,500,2000,405.84
189,2025-12-09,Customer_190,West,Furniture,Chair,1,200,200,16.82
190,2025-02-09,Customer_147,West,Furniture,Bookshelf,7,800,5600,1236.65
191,2025-05-29,Customer_84,North,Electronics,Monitor,3,500,1500,271.83
192,2025-12-20,Customer_28,West,Furniture,Chair,4,200,800,167.64
193,2025-09-26,Customer_191,East,Electronics,Monitor,6,50,300,45.98
194,2025-03-28,Customer_136,North,Electronics,Headphones,9,50,450,125.69
195,2025-06-28,Customer_27,South,Furniture,Desk,3,100,300,37.02
196,2025-11-05,Customer_198,South,Electronics,Laptop,8,200,1600,393.56
197,2025-10-24,Customer_161,East,Furniture,Bookshelf,6,50,300,53.02
198,2025-08-29,Customer_152,East,Furniture,Table,1,100,100,19.16
199,2025-06-08,Customer_15,North,Furniture,Cabinet,6,100,600,58.13
200,2025-02-16,Customer_119,West,Office Supplies,Marker,10,500,5000,1449.65
201,2025-01-22,Customer_83,South,Furniture,Bookshelf,10,200,2000,380.6
202,2025-02-01,Customer_183,East,Furniture,Chair,2,500,1000,222.15
203,2025-01-21,Customer_135,West,Electronics,Monitor,9,500,4500,517.16
204,2025-07-10,Customer_199,West,Furniture,Cabinet,6,800,4800,1015.37
205,2025-11-20,Customer_85,North,Office Supplies,Paper,2,500,1000,229.24
206,2025-05-26,Customer_86,South,Furniture,Bookshelf,2,500,1000,225.99
207,2025-06-29,Customer_153,South,Furniture,Cabinet,2,100,200,40.59
208,2025-11-26,Customer_166,North,Furniture,Desk,7,500,3500,558.61
209,2025-07-05,Customer_88,South,Furniture,Desk,8,50,400,51.94
210,2025-03-12,Customer_26,East,Electronics,Laptop,9,500,4500,1186.77
211,2025-09-27,Customer_153,South,Electronics,Keyboard,7,50,350,40.49
212,2025-12-21,Customer_12,West,Office Supplies,Notebook,7,100,700,160.16
213,2025-05-02,Customer_193,East,Furniture,Bookshelf,8,50,400,78.99
214,2025-06-08,Customer_174,East,Furniture,Desk,10,200,2000,363.14
215,2025-05-25,Customer_42,West,Furniture,Bookshelf,4,500,2000,220.9
216,2025-05-09,Customer_142,East,Electronics,Monitor,2,800,1600,425.75
217,2025-03-05,Customer_70,South,Furniture,Chair,8,500,4000,449.67
218,2025-08-12,Customer_90,West,Electronics,Mouse,1,200,200,18.34
219,2025-09-15,Customer_21,West,Furniture,Desk,6,50,300,25.86
220,2025-02-20,Customer_36,South,Office Supplies,Paper,1,100,100,28.18
221,2025-08-30,Customer_115,West,Office Supplies,Notebook,10,20,200,55.86
222,2025-01-10,Customer_141,South,Furniture,Desk,10,500,5000,865.58
223,2025-05-28,Customer_13,North,Electronics,Keyboard,4,200,800,176.46
224,2025-11-15,Customer_128,North,Furniture,Chair,10,500,5000,418.08
225,2025-09-21,Customer_75,South,Office Supplies,Notebook,7,20,140,30.14
226,2025-05-04,Customer_171,South,Office Supplies,Stapler,2,500,1000,294.42
227,2025-02-04,Customer_100,North,Office Supplies,Marker,8,20,160,35.18
228,2025-07-11,Customer_18,East,Furniture,Chair,6,50,300,72.37
229,2025-11-18,Customer_35,East,Electronics,Headphones,1,100,100,20.01
230,2025-11-26,Customer_162,West,Electronics,Monitor,3,50,150,14.08
231,2025-08-23,Customer_12,South,Electronics,Keyboard,4,20,80,11.95
232,2025-06-08,Customer_65,West,Office Supplies,Stapler,1,800,800,97.63
233,2025-07-02,Customer_32,East,Electronics,Keyboard,6,200,1200,330.82
234,2025-08-14,Customer_128,South,Furniture,Table,8,100,800,226.68
235,2025-09-23,Customer_21,West,Furniture,Chair,7,500,3500,1046.23
236,2025-04-03,Customer_27,East,Office Supplies,Paper,2,100,200,45.08
237,2025-06-06,Customer_43,West,Furniture,Bookshelf,8,100,800,142.69
238,2025-06-30,Customer_164,East,Office Supplies,Stapler,1,20,20,4.55
239,2025-07-27,Customer_8,South,Furniture,Bookshelf,3,500,1500,343.77
240,2025-08-13,Customer_61,North,Electronics,Mouse,6,100,600,98.54
241,2025-10-18,Customer_174,South,Electronics,Headphones,8,100,800,129.47
242,2025-02-09,Customer_102,East,Office Supplies,Notebook,6,800,4800,678.3
243,2025-02-28,Customer_133,West,Electronics,Mouse,7,500,3500,370.68
244,2025-05-14,Customer_157,South,Office Supplies,Stapler,5,800,4000,1126.5
245,2025-09-09,Customer_19,South,Electronics,Laptop,8,50,400,111.08
246,2025-08-16,Customer_182,East,Electronics,Keyboard,2,500,1000,199.28
247,2025-06-03,Customer_131,East,Electronics,Mouse,4,20,80,23.74
248,2025-03-13,Customer_93,North,Electronics,Monitor,9,500,4500,725.22
249,2025-10-10,Customer_17,North,Electronics,Headphones,5,200,1000,299.91
250,2025-09-03,Customer_148,West,Office Supplies,Stapler,2,50,100,29.39
251,2025-11-25,Customer_175,West,Electronics,Monitor,9,100,900,97.41
252,2025-10-10,Customer_197,South,Office Supplies,Marker,3,200,600,114.38
253,2025-01-29,Customer_78,South,Electronics,Headphones,3,50,150,22.65
254,2025-12-30,Customer_21,East,Electronics,Keyboard,5,50,250,54.93
255,2025-10-10,Customer_158,East,Furniture,Desk,9,20,180,34.3
256,2025-03-28,Customer_44,South,Office Supplies,Marker,10,800,8000,2227.52
257,2025-06-22,Customer_21,North,Office Supplies,Pen,1,800,800,199.7
258,2025-05-16,Customer_159,West,Office Supplies,Notebook,1,200,200,55.12
259,2025-10-07,Customer_63,West,Furniture,Table,7,100,700,125.85
260,2025-12-19,Customer_107,West,Electronics,Mouse,8,200,1600,199.82
261,2025-11-07,Customer_188,East,Electronics,Keyboard,6,200,1200,130.52
262,2025-07-09,Customer_82,North,Office Supplies,Marker,4,200,800,85.56
263,2025-08-19,Customer_13,North,Electronics,Mouse,5,200,1000,270.12
264,2025-08-03,Customer_148,East,Electronics,Mouse,6,50,300,74.37
265,2025-09-13,Customer_79,West,Office Supplies,Stapler,8,20,160,15.97
266,2025-07-21,Customer_56,South,Office Supplies,Stapler,10,100,1000,90.7
267,2025-05-25,Customer_74,West,Furniture,Bookshelf,9,20,180,47.95
268,2025-08-09,Customer_196,East,Electronics,Keyboard,7,100,700,62.97
269,2025-01-27,Customer_93,South,Office Supplies,Marker,9,100,900,86.56
270,2025-09-16,Customer_160,East,Furniture,Bookshelf,10,20,200,21.66
271,2025-02-19,Customer_143,East,Furniture,Table,6,50,300,37.14
272,2025-09-18,Customer_12,North,Furniture,Bookshelf,1,50,50,11.85
273,2025-08-31,Customer_156,South,Office Supplies,Stapler,9,50,450,68.47
274,2025-11-10,Customer_158,West,Furniture,Desk,5,500,2500,385.01
275,2025-09-18,Customer_122,East,Office Supplies,Stapler,1,100,100,15.29
276,2025-02-26,Customer_186,East,Furniture,Bookshelf,1,500,500,92.2
277,2025-12-02,Customer_185,South,Office Supplies,Marker,1,500,500,92.85
278,2025-09-26,Customer_38,West,Office Supplies,Marker,4,20,80,16.48
279,2025-12-25,Customer_113,North,Electronics,Mouse,6,200,1200,135.98
280,2025-12-20,Customer_189,West,Electronics,Monitor,1,800,800,88.3
281,2025-04-17,Customer_135,West,Office Supplies,Paper,7,100,700,203.33
282,2025-08-24,Customer_174,East,Office Supplies,Paper,5,500,2500,466.3
283,2025-05-07,Customer_58,East,Furniture,Bookshelf,5,100,500,117.54
284,2025-12-20,Customer_123,East,Office Supplies,Stapler,6,500,3000,856.24
285,2025-05-21,Customer_102,West,Furniture,Chair,6,50,300,43.17
286,2025-05-28,Customer_114,East,Office Supplies,Pen,5,800,4000,741.59
287,2025-04-14,Customer_36,East,Office Supplies,Paper,2,500,1000,243.0
288,2025-05-03,Customer_164,South,Electronics,Laptop,4,20,80,8.16
289,2025-06-19,Customer_175,North,Office Supplies,Stapler,3,20,60,17.53
290,2025-03-22,Customer_167,West,Furniture,Cabinet,4,100,400,60.26
291,2025-11-27,Customer_137,South,Electronics,Laptop,1,50,50,8.6
292,2025-04-01,Customer_48,West,Electronics,Monitor,5,20,100,8.2
293,2025-10-18,Customer_73,East,Office Supplies,Pen,8,800,6400,1276.97
294,2025-09-10,Customer_70,West,Electronics,Headphones,4,20,80,12.22
295,2025-08-23,Customer_4,South,Office Supplies,Paper,6,100,600,122.95
296,2025-04-09,Customer_110,West,Electronics,Headphones,9,100,900,89.17
297,2025-12-09,Customer_123,South,Electronics,Mouse,6,50,300,24.45
298,2025-07-16,Customer_85,East,Electronics,Monitor,5,500,2500,597.59
299,2025-01-06,Customer_16,South,Furniture,Table,2,200,400,59.0
300,2025-07-27,Customer_177,East,Office Supplies,Marker,2,800,1600,450.48
301,2025-06-01,Customer_57,South,Furniture,Bookshelf,3,200,600,68.22
302,2025-11-07,Customer_194,West,Furniture,Cabinet,9,800,7200,1883.76
303,2025-05-07,Customer_135,North,Office Supplies,Marker,8,500,4000,939.31
304,2025-02-09,Customer_141,North,Office Supplies,Pen,9,50,450,92.7
305,2025-03-18,Customer_30,West,Electronics,Keyboard,4,800,3200,666.54
306,2025-02-16,Customer_117,North,Office Supplies,Stapler,3,500,1500,257.09
307,2025-10-16,Customer_173,West,Electronics,Headphones,5,800,4000,339.16
308,2025-05-11,Customer_12,North,Electronics,Mouse,7,100,700,163.86
309,2025-10-05,Customer_9,West,Electronics,Laptop,5,200,1000,119.6
310,2025-03-11,Customer_98,East,Office Supplies,Stapler,8,200,1600,260.23
311,2025-12-16,Customer_168,South,Office Supplies,Marker,6,20,120,14.31
312,2025-10-03,Customer_187,South,Furniture,Bookshelf,4,20,80,19.71
313,2025-06-02,Customer_137,West,Furniture,Bookshelf,7,50,350,47.06
314,2025-06-27,Customer_186,South,Electronics,Keyboard,2,20,40,10.32
315,2025-08-03,Customer_53,South,Office Supplies,Pen,2,20,40,8.43
316,2025-08-17,Customer_190,South,Office Supplies,Pen,1,200,200,35.31
317,2025-10-04,Customer_129,South,Electronics,Laptop,5,50,250,64.87
318,2025-10-22,Customer_61,East,Furniture,Bookshelf,5,50,250,74.21
319,2025-09-24,Customer_71,East,Electronics,Monitor,1,500,500,144.34
320,2025-03-31,Customer_13,West,Office Supplies,Stapler,6,800,4800,1092.94
321,2025-09-26,Customer_39,West,Furniture,Cabinet,5,200,1000,120.45
322,2025-10-03,Customer_77,South,Furniture,Desk,3,200,600,168.75
323,2025-10-15,Customer_100,South,Furniture,Cabinet,4,100,400,49.89
324,2025-11-28,Customer_24,East,Electronics,Monitor,9,800,7200,1889.78
325,2025-01-27,Customer_19,North,Furniture,Cabinet,4,500,2000,478.69
326,2025-10-14,Customer_86,South,Electronics,Monitor,5,20,100,12.66
327,2025-04-08,Customer_63,West,Office Supplies,Pen,10,800,8000,999.94
328,2025-05-03,Customer_98,East,Office Supplies,Paper,8,500,4000,890.87
329,2025-06-07,Customer_120,West,Furniture,Table,2,800,1600,293.26
330,2025-06-13,Customer_106,East,Electronics,Keyboard,1,500,500,135.05
331,2025-03-16,Customer_76,West,Electronics,Keyboard,3,50,150,22.89
332,2025-07-14,Customer_141,West,Office Supplies,Notebook,6,100,600,148.76
333,2025-09-08,Customer_44,West,Office Supplies,Stapler,6,50,300,33.24
334,2025-10-07,Customer_135,North,Furniture,Desk,1,20,20,5.76
335,2025-12-09,Customer_36,West,Electronics,Laptop,4,20,80,18.85
336,2025-01-05,Customer_96,West,Electronics,Headphones,1,500,500,110.15
337,2025-11-12,Customer_2,North,Furniture,Cabinet,9,500,4500,767.23
338,2025-01-09,Customer_5,East,Office Supplies,Paper,9,800,7200,1643.67
339,2025-04-02,Customer_62,South,Electronics,Laptop,4,500,2000,391.64
340,2025-07-01,Customer_96,North,Furniture,Cabinet,7,200,1400,286.02
341,2025-12-23,Customer_168,North,Electronics,Keyboard,1,20,20,3.38
342,2025-07-13,Customer_164,North,Office Supplies,Stapler,1,800,800,94.16
343,2025-09-13,Customer_136,North,Furniture,Table,1,50,50,6.33
344,2025-12-21,Customer_12,East,Office Supplies,Stapler,2,800,1600,453.81
345,2025-10-06,Customer_81,South,Office Supplies,Pen,1,50,50,10.46
346,2025-12-31,Customer_42,East,Furniture,Chair,10,50,500,102.34
347,2025-07-19,Customer_99,East,Office Supplies,Marker,3,800,2400,574.36
348,2025-09-14,Customer_26,North,Office Supplies,Paper,7,50,350,92.58
349,2025-06-24,Customer_199,West,Office Supplies,Marker,6,20,120,26.34
350,2025-08-19,Customer_142,East,Furniture,Desk,7,200,1400,169.21
351,2025-10-27,Customer_198,North,Office Supplies,Stapler,10,100,1000,255.57
352,2025-02-07,Customer_98,South,Electronics,Keyboard,3,800,2400,397.72
353,2025-07-04,Customer_79,North,Electronics,Laptop,8,100,800,198.0
354,2025-02-22,Customer_111,South,Electronics,Laptop,8,500,4000,808.17
355,2025-07-28,Customer_91,North,Electronics,Laptop,9,20,180,38.04
356,2025-06-16,Customer_106,East,Furniture,Chair,7,20,140,33.53
357,2025-10-14,Customer_176,South,Electronics,Headphones,7,50,350,38.69
358,2025-06-04,Customer_17,South,Furniture,Cabinet,3,200,600,84.43
359,2025-06-03,Customer_65,East,Furniture,Chair,4,800,3200,696.02
360,2025-11-01,Customer_28,West,Office Supplies,Notebook,3,100,300,24.45
361,2025-07-22,Customer_85,West,Furniture,Bookshelf,8,100,800,139.79
362,2025-11-30,Customer_83,East,Office Supplies,Notebook,10,800,8000,993.5
363,2025-06-10,Customer_75,East,Electronics,Monitor,8,500,4000,1008.14
364,2025-06-16,Customer_94,West,Furniture,Table,2,500,1000,123.96
365,2025-10-07,Customer_187,North,Electronics,Headphones,8,800,6400,807.18
366,2025-05-30,Customer_173,West,Office Supplies,Pen,8,50,400,87.73
